AuthorID,Author,Date,Content,Attachments,Reactions
"1195410543280930827","diaxmc","2026-01-18T20:40:05.8220000+00:00","Bro I don’t smile so it will work properly?","",""
"1154255244981698652","kzi_2","2026-01-18T20:40:14.7710000+00:00","Ikr","",""
"640132837554782219","takui___","2026-01-18T20:59:21.4510000+00:00","Joined the server.","",""
"978288890928590899","mafi43211","2026-01-18T20:59:25.6310000+00:00","","",""
"978288890928590899","mafi43211","2026-01-18T20:59:47.9870000+00:00","all the members so far","assets/image-5F79B.png",""
"1154255244981698652","kzi_2","2026-01-18T20:59:53.5780000+00:00","Miles THE BLACK ONE, is left","",""
"1195410543280930827","diaxmc","2026-01-18T20:59:58.5890000+00:00","","",""
"978288890928590899","mafi43211","2026-01-18T21:00:04.8460000+00:00","diddytier","",""
"846666693883199539",".szymk.","2026-01-18T21:00:05.2030000+00:00","","",""
"978288890928590899","mafi43211","2026-01-18T21:00:19.4530000+00:00","they have 0 miltiary, they are irelvant","",""
"1154255244981698652","kzi_2","2026-01-18T21:00:28.5750000+00:00","Yup","",""
"1195410543280930827","diaxmc","2026-01-18T21:00:29.2290000+00:00","Ueah","",""
"1195410543280930827","diaxmc","2026-01-18T21:00:36.1800000+00:00","I’m gonna eat them","",""
"1154255244981698652","kzi_2","2026-01-18T21:00:46.3990000+00:00","Okay","",""
"1195410543280930827","diaxmc","2026-01-18T21:01:10.5120000+00:00","","",""
"1195410543280930827","diaxmc","2026-01-18T21:01:18.2330000+00:00","Bjorn should shut up now","",""
"1195410543280930827","diaxmc","2026-01-18T21:02:03.2360000+00:00","-# I love ragebaiting people with acting like of the exact ideological beliefs they hate the most because are on the other side of the spectrum for them","","🔥 (1)"
"1195410543280930827","diaxmc","2026-01-18T21:03:00.9570000+00:00","(People that are enemies)","",""
"978288890928590899","mafi43211","2026-01-18T21:05:29.5040000+00:00","and funniest part, this ain't even rly a coaltion on a faction","",""
"978288890928590899","mafi43211","2026-01-18T21:05:33.7110000+00:00","it a coaltion on one guy","",""
"640132837554782219","takui___","2026-01-18T21:07:06.1640000+00:00","One guy?","",""
"640132837554782219","takui___","2026-01-18T21:07:08.0460000+00:00","Lem?","",""
"640132837554782219","takui___","2026-01-18T21:07:12.2780000+00:00","Bjorn?","",""
"978288890928590899","mafi43211","2026-01-18T21:07:14.1770000+00:00","no","",""
"978288890928590899","mafi43211","2026-01-18T21:07:15.2490000+00:00","Rainbow","",""
"978288890928590899","mafi43211","2026-01-18T21:07:18.3900000+00:00","We want him dead","",""
"640132837554782219","takui___","2026-01-18T21:07:24.0440000+00:00","Why lol","",""
"978288890928590899","mafi43211","2026-01-18T21:07:29.5100000+00:00","Lem, lem was willing to have good relations with some","",""
"978288890928590899","mafi43211","2026-01-18T21:07:37.5820000+00:00","But rainbow, he is a full on bjorn meatrider","",""
"978288890928590899","mafi43211","2026-01-18T21:07:57.0440000+00:00","and he send  warning to all of us","",""
"978288890928590899","mafi43211","2026-01-18T21:07:58.9430000+00:00","acting tuff","",""
"978288890928590899","mafi43211","2026-01-18T21:08:18.3800000+00:00","@Takui  so the plan is mostly, somebody assasinates rainbow","",""
"978288890928590899","mafi43211","2026-01-18T21:08:19.5520000+00:00","we win","",""
"978288890928590899","mafi43211","2026-01-18T21:13:47.7570000+00:00","Kzi to the ???????? person","",""
"978288890928590899","mafi43211","2026-01-18T21:13:49.9390000+00:00","https://cdn.discordapp.com/attachments/1311821295612329984/1430943705992527954/3a693600-fedf-44e6-af6b-a736fd019043_text.gif","",""
"1008693648969441310","viki8375","2026-01-18T21:32:48.2900000+00:00","Joined the server.","",""
"846666693883199539",".szymk.","2026-01-18T21:32:55.8020000+00:00","","",""
"978288890928590899","mafi43211","2026-01-18T21:33:13.6140000+00:00","GET HIM OUT OF HERE","",""
"1008693648969441310","viki8375","2026-01-18T21:33:19.3610000+00:00","why","",""
"978288890928590899","mafi43211","2026-01-18T21:33:26.4000000+00:00","you are not a faction","",""
"978288890928590899","mafi43211","2026-01-18T21:33:30.7920000+00:00","and you worked with bjorn before","",""
"1008693648969441310","viki8375","2026-01-18T21:33:49.8790000+00:00","-# where do you think kzi got monies","",""
"978288890928590899","mafi43211","2026-01-18T21:33:59.5210000+00:00","oh","",""
"1195410543280930827","diaxmc","2026-01-18T21:44:20.1390000+00:00","","",""
"1195410543280930827","diaxmc","2026-01-18T21:44:34.3050000+00:00","Bjorn is stupid again","",""
"1195410543280930827","diaxmc","2026-01-18T21:44:59.7030000+00:00","","",""
"1195410543280930827","diaxmc","2026-01-18T21:45:00.0180000+00:00","Should be enough","",""
"1008693648969441310","viki8375","2026-01-18T21:51:25.6030000+00:00","Make a head pat machine if that isn't enough","",""
"1008693648969441310","viki8375","2026-01-18T21:51:53.9660000+00:00",":emoji_1: where did this emoji get here","",""
"1195410543280930827","diaxmc","2026-01-18T22:34:03.1950000+00:00","@Oranje Made it","",""
"1195410543280930827","diaxmc","2026-01-18T22:34:28.0000000+00:00","Nah it needs to be from humans not machine","",""
"1195410543280930827","diaxmc","2026-01-18T22:56:51.6510000+00:00","@here what moves should I do","",""
"640132837554782219","takui___","2026-01-18T22:57:47.4180000+00:00","Get your troops to the RRR's border asap and try to inflict all damage you can I'll help and outflank them soon","",""
"640132837554782219","takui___","2026-01-18T22:59:18.4020000+00:00","I'll attack from the north with like 3 inf and an arty so with concentration I could prob prob break their line if I outflank them","",""
"1195410543280930827","diaxmc","2026-01-18T23:03:58.9140000+00:00","","",""
"1195410543280930827","diaxmc","2026-01-18T23:04:24.3340000+00:00","You Belorusenia right","",""
"640132837554782219","takui___","2026-01-18T23:19:41.5100000+00:00","Yeah yeah","",""
"1195410543280930827","diaxmc","2026-01-18T23:19:57.2600000+00:00","","",""
"1195410543280930827","diaxmc","2026-01-18T23:20:02.3800000+00:00","What rainbow did","",""
"640132837554782219","takui___","2026-01-18T23:20:40.4980000+00:00","RRR are stretched too thin so my 3 inf and arty group is strong enough to destroy their line in one flanking maneuver and some luck","",""
"978288890928590899","mafi43211","2026-01-18T23:22:15.3650000+00:00","Bjorn low key made our Job 20x easier","",""
"640132837554782219","takui___","2026-01-18T23:22:27.2760000+00:00","Explain how","",""
"978288890928590899","mafi43211","2026-01-18T23:22:35.6000000+00:00","If it wasnt for high we wouldnt be fighting all together","",""
"1292652323226779772","eb1120","2026-01-19T01:06:12.2820000+00:00","","",""
"1292652323226779772","eb1120","2026-01-19T01:06:12.9640000+00:00","@everyone","",""
"1195410543280930827","diaxmc","2026-01-19T01:06:18.5480000+00:00","Yeah bro","",""
"1195410543280930827","diaxmc","2026-01-19T01:06:27.4610000+00:00","Bro needed more head pats","",""
"1292652323226779772","eb1120","2026-01-19T01:06:49.9350000+00:00","so all of uss have to fight him","",""
"1195410543280930827","diaxmc","2026-01-19T01:06:51.8880000+00:00","Everyone needs to spam them at him probably🥀","",""
"1292652323226779772","eb1120","2026-01-19T01:06:51.9680000+00:00","at once","",""
"1195410543280930827","diaxmc","2026-01-19T01:07:18.6580000+00:00","Guys spam head pt emoji at hi and say that you giving bjorn head pats","",""
"1195410543280930827","diaxmc","2026-01-19T01:07:32.6300000+00:00","To annoy the fuck out of him","",""
"1195410543280930827","diaxmc","2026-01-19T01:08:00.2380000+00:00","Ragebait","",""
"1195410543280930827","diaxmc","2026-01-19T01:08:57.3780000+00:00",".","",""
"863807554181398528","girorogi","2026-01-19T01:47:40.1720000+00:00","Joined the server.","",""
"1292652323226779772","eb1120","2026-01-19T02:35:07.9350000+00:00","","",""
"846666693883199539",".szymk.","2026-01-19T05:31:06.8470000+00:00","","",""
"1154255244981698652","kzi_2","2026-01-19T05:31:39.0870000+00:00","The RRR will fight alongside Ichenya, it is no use","",""
"1195410543280930827","diaxmc","2026-01-19T06:33:01.7480000+00:00","","",""
"640132837554782219","takui___","2026-01-19T06:51:06.3700000+00:00","Ice?","",""
"1154255244981698652","kzi_2","2026-01-19T06:52:00.2940000+00:00","He misspelled Ichenya","",""
"1154255244981698652","kzi_2","2026-01-19T06:52:29.4620000+00:00","Technically we are all united","",""
"1154255244981698652","kzi_2","2026-01-19T06:52:33.1650000+00:00","Except RRR","",""
"1154255244981698652","kzi_2","2026-01-19T06:52:53.9020000+00:00","They're the ones threatening us and working with Ichenya","",""
"978288890928590899","mafi43211","2026-01-19T08:45:54.6190000+00:00","@Fishermann   bamn, you got a free jusitifcation to bomb the same way","",""
"978288890928590899","mafi43211","2026-01-19T08:46:06.4910000+00:00","bc ichenya doing the same thing","",""
"846666693883199539",".szymk.","2026-01-19T08:46:18.1240000+00:00","Yes
Of course RRR","",""
"846666693883199539",".szymk.","2026-01-19T08:46:22.0170000+00:00","Not ichenya","",""
"846666693883199539",".szymk.","2026-01-19T08:46:29.1290000+00:00","World war is not really good option","",""
"846666693883199539",".szymk.","2026-01-19T08:46:39.1510000+00:00","We just need to compromise icheya","",""
"978288890928590899","mafi43211","2026-01-19T08:50:11.6290000+00:00","bjorn confrimed in public he is gonna bomb all of us","",""
"978288890928590899","mafi43211","2026-01-19T08:50:17.5970000+00:00","there your free justification","",""
"978288890928590899","mafi43211","2026-01-19T08:50:28.5650000+00:00","bomb RRR if you want","",""
"978288890928590899","mafi43211","2026-01-19T08:50:50.2060000+00:00","","",""
"978288890928590899","mafi43211","2026-01-19T08:51:35.4780000+00:00","(they made a false flag attack on themself, i just know it)","",""
"978288890928590899","mafi43211","2026-01-19T09:00:26.5530000+00:00","@Fishermann  if bjorn says we shot down your  airforce","",""
"978288890928590899","mafi43211","2026-01-19T09:00:30.7290000+00:00","know it false flag","",""
"611223989687287819","fishermann","2026-01-19T09:00:41.5470000+00:00","i know","",""
"978288890928590899","mafi43211","2026-01-19T09:00:42.1420000+00:00","you clearly see Bjorn game","",""
"611223989687287819","fishermann","2026-01-19T09:13:51.1810000+00:00","anyway","",""
"611223989687287819","fishermann","2026-01-19T09:14:17.1460000+00:00","now Kathai with Ichenia will play funny game, called ""Who will destroy opponent's aligned side of Rusenian civil war first - wins""","",""
"611223989687287819","fishermann","2026-01-19T09:14:19.5530000+00:00","@Mafi43211","",""
"611223989687287819","fishermann","2026-01-19T09:14:35.7070000+00:00","or alternatively Bjorn will start world war, 50/50","",""
"1154255244981698652","kzi_2","2026-01-19T09:18:10.5700000+00:00","@everyone TF ARE YOU DOING?","",""
"1154255244981698652","kzi_2","2026-01-19T09:18:21.3730000+00:00","# @Mafi43211 WE ARE THE TARGET, TF YOU TALKING ABOUT????","",""
"978288890928590899","mafi43211","2026-01-19T09:18:37.9330000+00:00","so, kathai helping us","",""
"1154255244981698652","kzi_2","2026-01-19T09:18:42.6100000+00:00","WE ARE THE ONES TO BE LAOSED THIS RP","",""
"978288890928590899","mafi43211","2026-01-19T09:18:46.2500000+00:00","bjorn started bombing us","",""
"978288890928590899","mafi43211","2026-01-19T09:18:52.0540000+00:00","so fisher will bomb RRR","",""
"1154255244981698652","kzi_2","2026-01-19T09:19:13.3390000+00:00","Yup, Ruseniya is cooked","",""
"611223989687287819","fishermann","2026-01-19T09:19:13.7480000+00:00","hopefully without causing World war","",""
"611223989687287819","fishermann","2026-01-19T09:19:16.1370000+00:00","just to balance it out","",""
"611223989687287819","fishermann","2026-01-19T09:19:21.3510000+00:00","otherwise you are fucked","",""
"978288890928590899","mafi43211","2026-01-19T09:19:25.6720000+00:00","and also, i had to post the gif","",""
"978288890928590899","mafi43211","2026-01-19T09:19:29.5090000+00:00","the cat is so adorable","",""
"978288890928590899","mafi43211","2026-01-19T09:19:32.9410000+00:00","https://tenor.com/view/xafer-catmeme-meme-cat-soldiarcat-gif-4196924155144969562","",""
"1154255244981698652","kzi_2","2026-01-19T09:19:43.6100000+00:00","''**Fucked**'' is an understatement","",""
"1154255244981698652","kzi_2","2026-01-19T09:20:26.1960000+00:00","Aw","",""
"1154255244981698652","kzi_2","2026-01-19T10:23:38.1770000+00:00","","",""
"1154255244981698652","kzi_2","2026-01-19T10:23:43.7070000+00:00","@everyone","",""
"978288890928590899","mafi43211","2026-01-19T10:23:56.6940000+00:00","what is he willing to do in return?","",""
"978288890928590899","mafi43211","2026-01-19T10:24:12.3840000+00:00","tell him if he supports us we will give him the land","",""
"1154255244981698652","kzi_2","2026-01-19T10:24:43.1910000+00:00","He can paint his planes like Ichenyan ones and bomb Kathai to pull them into this","",""
"846666693883199539",".szymk.","2026-01-19T10:24:53.0370000+00:00","I have proposal 
Joint administration zone over that territory","",""
"611223989687287819","fishermann","2026-01-19T10:25:00.7640000+00:00","actually","",""
"611223989687287819","fishermann","2026-01-19T10:25:12.2390000+00:00","you can just give those territories to me","",""
"978288890928590899","mafi43211","2026-01-19T10:25:15.7490000+00:00","Fish look, if we get khazuur on our side","",""
"611223989687287819","fishermann","2026-01-19T10:25:17.9460000+00:00","and i will negotiate with Bjorn about them","",""
"978288890928590899","mafi43211","2026-01-19T10:25:22.9570000+00:00","we can get them to be on our side","",""
"978288890928590899","mafi43211","2026-01-19T10:25:27.0030000+00:00","rather then bjorns","",""
"1154255244981698652","kzi_2","2026-01-19T10:25:41.0640000+00:00","Or they can be Switzerland","",""
"611223989687287819","fishermann","2026-01-19T10:25:44.0820000+00:00","problem:

he is already aligned to bjorn, obviosly","",""
"611223989687287819","fishermann","2026-01-19T10:25:46.6620000+00:00","however","",""
"611223989687287819","fishermann","2026-01-19T10:25:52.8390000+00:00","if you will give those territories to me, i'll negotiate with him","",""
"1154255244981698652","kzi_2","2026-01-19T10:25:52.8970000+00:00","Well fuck.","",""
"978288890928590899","mafi43211","2026-01-19T10:26:03.6990000+00:00","How about this, we give him the land in return he will support us against RRR","",""
"611223989687287819","fishermann","2026-01-19T10:26:06.3320000+00:00","and will try to convince him to support you","",""
"611223989687287819","fishermann","2026-01-19T10:26:17.4380000+00:00","@Mafi43211 @KZI @Oranje","",""
"1154255244981698652","kzi_2","2026-01-19T10:26:41.3100000+00:00","Hmm. You're quite the expansionist nowadays","",""
"611223989687287819","fishermann","2026-01-19T10:26:43.0770000+00:00","mostly because i think Purple realizes that he can just seize those territories, and you will do nothing to him

but this will not work if Kathai will own those territories","",""
"1154255244981698652","kzi_2","2026-01-19T10:26:45.2660000+00:00","But I'm down ig","",""
"1154255244981698652","kzi_2","2026-01-19T10:26:58.9350000+00:00","Good point","",""
"1154255244981698652","kzi_2","2026-01-19T10:29:47.2110000+00:00","@everyone, do we let Kathai seize the territory?","","✅ (1),❌ (1)"
"640132837554782219","takui___","2026-01-19T10:56:47.1450000+00:00","","",""
"640132837554782219","takui___","2026-01-19T10:56:48.0230000+00:00","Well... guess we can throw all of these ideas into the trash","",""
"1154255244981698652","kzi_2","2026-01-19T11:00:57.1410000+00:00","@everyone, do we unite against Khazuur rq?","",""
"978288890928590899","mafi43211","2026-01-19T11:01:24.2320000+00:00","no","",""
"978288890928590899","mafi43211","2026-01-19T11:01:31.2880000+00:00","talk to khazuur","",""
"1154255244981698652","kzi_2","2026-01-19T11:01:38.6880000+00:00","Well, not you","",""
"978288890928590899","mafi43211","2026-01-19T11:01:40.7870000+00:00","and agree to recognise their annaxation if they help us","",""
"1154255244981698652","kzi_2","2026-01-19T11:01:49.2260000+00:00","I'ma go ask if Rainbow wanna help :emoji_4:","",""
"978288890928590899","mafi43211","2026-01-19T11:01:58.3990000+00:00","DONT ATTACK KHAZUUR FFS","",""
"640132837554782219","takui___","2026-01-19T11:02:06.5230000+00:00","Holy China moment","",""
"978288890928590899","mafi43211","2026-01-19T11:02:10.2410000+00:00","look, get khazuur to help us AGAINST rrr","",""
"1154255244981698652","kzi_2","2026-01-19T11:02:19.4580000+00:00","They aren't trying to","",""
"1154255244981698652","kzi_2","2026-01-19T11:02:33.1870000+00:00","They are trying their best to ride Ichenyan meat","",""
"978288890928590899","mafi43211","2026-01-19T11:02:33.8920000+00:00","tell them that you will recognise the annaxation if they do","",""
"1154255244981698652","kzi_2","2026-01-19T11:02:43.7850000+00:00","Ffs, I'm executing purple","",""
"1154255244981698652","kzi_2","2026-01-19T11:02:51.0010000+00:00","Fine","",""
"640132837554782219","takui___","2026-01-19T11:03:02.4990000+00:00","I'll handle it","",""
"640132837554782219","takui___","2026-01-19T11:03:07.5080000+00:00","He's my friend","",""
"611223989687287819","fishermann","2026-01-19T11:03:12.3240000+00:00","i fucking told you so.","",""
"611223989687287819","fishermann","2026-01-19T11:03:20.5410000+00:00",".","",""
"611223989687287819","fishermann","2026-01-19T11:03:27.0480000+00:00","@everyone","",""
"611223989687287819","fishermann","2026-01-19T11:03:36.3350000+00:00","you should've just agreed on this tbh","",""
"611223989687287819","fishermann","2026-01-19T11:03:47.0540000+00:00","rn you can't do anything with it, and Khazuurs are still Ichenia-aligned","",""
"1154255244981698652","kzi_2","2026-01-19T11:03:49.5650000+00:00","We did","",""
"1008693648969441310","viki8375","2026-01-19T11:04:00.4800000+00:00","Ally with khazuur for now betray later","",""
"611223989687287819","fishermann","2026-01-19T11:04:22.2260000+00:00","you have minor problem.","",""
"611223989687287819","fishermann","2026-01-19T11:04:32.1200000+00:00","Khazuur is aligned with Ichenia, and Ichenia is aligned with RRR","",""
"611223989687287819","fishermann","2026-01-19T11:04:40.0140000+00:00","long story short, Khazuur is on side of RRR basically","",""
"978288890928590899","mafi43211","2026-01-19T11:04:41.2420000+00:00","i talked with purple","",""
"978288890928590899","mafi43211","2026-01-19T11:04:45.8130000+00:00","he is also worried about ichenya plan","",""
"611223989687287819","fishermann","2026-01-19T11:04:52.5340000+00:00","hmmm","",""
"611223989687287819","fishermann","2026-01-19T11:04:58.9430000+00:00","then try to ensure at least neutrality, and support of you in best case","",""
"978288890928590899","mafi43211","2026-01-19T11:05:06.7110000+00:00","","assets/image-1FB33.png",""
"978288890928590899","mafi43211","2026-01-19T11:05:16.4270000+00:00","@KZI  do as i said","",""
"1154255244981698652","kzi_2","2026-01-19T11:05:31.3200000+00:00","I'm trying","",""
"1154255244981698652","kzi_2","2026-01-19T11:10:52.3270000+00:00","Okay","",""
"1154255244981698652","kzi_2","2026-01-19T11:10:56.7490000+00:00","Update","",""
"1154255244981698652","kzi_2","2026-01-19T11:11:10.4370000+00:00","He doesn't wanna do anything for either side","",""
"1154255244981698652","kzi_2","2026-01-19T11:11:39.2320000+00:00","But he is offering payment","",""
"640132837554782219","takui___","2026-01-19T11:11:49.0110000+00:00","He said the same to me","",""
"846666693883199539",".szymk.","2026-01-19T11:27:34.6400000+00:00","We should leave that thing open so we can have some influence","",""
"846666693883199539",".szymk.","2026-01-19T11:28:11.8390000+00:00","My opinion is to create administrative zone (basically a puppet) for Khazuur","",""
"846666693883199539",".szymk.","2026-01-19T11:28:31.7170000+00:00","Will be acceptable for them and we will be able to influence","",""
"1154255244981698652","kzi_2","2026-01-19T13:03:14.4340000+00:00","@everyone Uh.","",""
"1154255244981698652","kzi_2","2026-01-19T13:03:32.2510000+00:00","I convinced Rainbow to jointly attack Khazuur 😭","",""
"863807554181398528","girorogi","2026-01-19T13:04:53.5330000+00:00","Damn","",""
"978288890928590899","mafi43211","2026-01-19T13:05:12.4230000+00:00","You fucking mor-","",""
"640132837554782219","takui___","2026-01-19T13:05:22.0120000+00:00","Fucking idiot","",""
"1154255244981698652","kzi_2","2026-01-19T13:05:25.5000000+00:00","Ykw, Chat, let's invade Khazuur and liberate Khurevia frfr","",""
"1154255244981698652","kzi_2","2026-01-19T13:05:27.9460000+00:00","It'll be funny","",""
"640132837554782219","takui___","2026-01-19T13:05:33.9580000+00:00","No","",""
"640132837554782219","takui___","2026-01-19T13:05:40.6220000+00:00","Belorusenia will take no part in that shit","",""
"863807554181398528","girorogi","2026-01-19T13:05:55.0670000+00:00","You send him what?","",""
"978288890928590899","mafi43211","2026-01-19T13:05:59.3410000+00:00","We are SUPPOSED to deal with rrrr","",""
"1154255244981698652","kzi_2","2026-01-19T13:06:13.4320000+00:00","Fine, RRR and RRA have enough forces","",""
"640132837554782219","takui___","2026-01-19T13:06:20.0370000+00:00","Atp only Mafi sounds reasonable","",""
"978288890928590899","mafi43211","2026-01-19T13:06:20.1910000+00:00","@Takui  are they low key stupid?","",""
"640132837554782219","takui___","2026-01-19T13:06:29.8850000+00:00","I think they might be","",""
"1154255244981698652","kzi_2","2026-01-19T13:06:33.9440000+00:00","Ngl, I didn't officially state anything about it","",""
"1154255244981698652","kzi_2","2026-01-19T13:06:44.4460000+00:00","I only DMed Rainbow about it","",""
"863807554181398528","girorogi","2026-01-19T13:06:58.0980000+00:00","Can you send it here?","",""
"978288890928590899","mafi43211","2026-01-19T13:07:13.3380000+00:00","WAIT","",""
"978288890928590899","mafi43211","2026-01-19T13:07:18.2080000+00:00","I HAVE AN IDEA","",""
"863807554181398528","girorogi","2026-01-19T13:07:26.4330000+00:00","I mean like we can change the deal or smth or backstab him maybe","",""
"978288890928590899","mafi43211","2026-01-19T13:07:33.4190000+00:00","MAKE RAINBOW DECLARE WAR ON KHAZUUR ALONE","",""
"1154255244981698652","kzi_2","2026-01-19T13:07:36.8310000+00:00","I'm what to do","",""
"1154255244981698652","kzi_2","2026-01-19T13:07:37.4170000+00:00","But.","",""
"1154255244981698652","kzi_2","2026-01-19T13:07:48.5710000+00:00","Oof 💀","",""
"611223989687287819","fishermann","2026-01-19T13:07:57.0930000+00:00","# why","",""
"863807554181398528","girorogi","2026-01-19T13:07:57.2820000+00:00","THATS GREAT IDEA","",""
"1154255244981698652","kzi_2","2026-01-19T13:08:00.7300000+00:00","Btw here","assets/Screenshot_20260119-200725-6636E.jpg",""
"978288890928590899","mafi43211","2026-01-19T13:08:31.4840000+00:00","-# Maybe it wasnt s mistake to vidit kzi that one
WE CAN DO THIS RAHH","",""
"978288890928590899","mafi43211","2026-01-19T13:08:44.3630000+00:00","Make rrr declare war on khazuur","","✅ (1)"
"611223989687287819","fishermann","2026-01-19T13:09:08.4860000+00:00","not the worst solution to this issue ig","",""
"640132837554782219","takui___","2026-01-19T13:09:17.1610000+00:00","But think about it is rainbow really that stupid?","",""
"640132837554782219","takui___","2026-01-19T13:09:24.2200000+00:00","I don't think so","",""
"1154255244981698652","kzi_2","2026-01-19T13:09:38.7740000+00:00","To be honest. I actually want to invade Khazuur","",""
"978288890928590899","mafi43211","2026-01-19T13:09:39.1120000+00:00","Rainbow joined Great western war","",""
"978288890928590899","mafi43211","2026-01-19T13:09:40.6670000+00:00","So yes","",""
"1154255244981698652","kzi_2","2026-01-19T13:09:53.9790000+00:00","But that's js personal stuff","",""
"640132837554782219","takui___","2026-01-19T13:09:56.5830000+00:00","Idk what that is","",""
"863807554181398528","girorogi","2026-01-19T13:10:15.4750000+00:00","Ykw, can we just make the plan like rainbow move his div first and if he refuse we can just cancel the coalition against khazuur?","",""
"863807554181398528","girorogi","2026-01-19T13:10:23.9590000+00:00","*fake coalition","",""
"1154255244981698652","kzi_2","2026-01-19T13:10:50.1710000+00:00","Dunno","",""
"1154255244981698652","kzi_2","2026-01-19T13:11:12.8230000+00:00","I'm enthusiastic about marching on Khökn Nuur","",""
"978288890928590899","mafi43211","2026-01-19T13:11:18.0180000+00:00","Dont question the first part
Anyways we just need to gaslight rainbow","",""
"1154255244981698652","kzi_2","2026-01-19T13:11:30.8320000+00:00","Oh, yeah, ez","",""
"640132837554782219","takui___","2026-01-19T13:11:33.5460000+00:00","Rainbow is the type to never go first as I've experienced with him","",""
"640132837554782219","takui___","2026-01-19T13:11:37.0050000+00:00","Might be wrong tho","",""
"1154255244981698652","kzi_2","2026-01-19T13:11:38.9480000+00:00","I'm the best liar you got","",""
"1154255244981698652","kzi_2","2026-01-19T13:12:45.8000000+00:00","Ykw, I'ma take the chance and help him in the first couple of Rounds and then, you all UNITED, strike their territories and me and purple will encircle RRR forces in Khurevia","",""
"863807554181398528","girorogi","2026-01-19T13:12:57.1160000+00:00","Like we can make a scene of disagreement so we cancel this plan, you know Differences can cancel non official agreement","",""
"863807554181398528","girorogi","2026-01-19T13:13:48.4410000+00:00","And kzi is just our representative, not all of us","",""
"640132837554782219","takui___","2026-01-19T13:13:51.6440000+00:00","This is not going to work","",""
"978288890928590899","mafi43211","2026-01-19T13:14:07.2380000+00:00","Dont","",""
"978288890928590899","mafi43211","2026-01-19T13:14:20.7230000+00:00","Me and you are the only Sane ones","",""
"1154255244981698652","kzi_2","2026-01-19T13:15:24.9210000+00:00","We should actually take this chance to talk to Purple (Khazuur) about us and them collaborating in the neutralization of the aggressive faction","",""
"640132837554782219","takui___","2026-01-19T13:15:26.8360000+00:00","There's no guarantee Khazuur will side with you here and as far as I know there is nothing about bonuses for surprise attacks in the war hosting rules","",""
"611223989687287819","fishermann","2026-01-19T13:15:41.7950000+00:00","# do not invade khazuur","",""
"611223989687287819","fishermann","2026-01-19T13:15:46.6670000+00:00","you need to deal with RRR before you will do that","",""
"1154255244981698652","kzi_2","2026-01-19T13:15:47.7720000+00:00","Not planning to","",""
"640132837554782219","takui___","2026-01-19T13:15:52.4540000+00:00","You're assuming the guy actually fucking cares about your bs","",""
"640132837554782219","takui___","2026-01-19T13:16:02.3710000+00:00","He doesn't gaf abt this civil war","",""
"611223989687287819","fishermann","2026-01-19T13:16:10.8320000+00:00","anyway","",""
"611223989687287819","fishermann","2026-01-19T13:16:12.4930000+00:00","long story short","",""
"863807554181398528","girorogi","2026-01-19T13:16:20.1120000+00:00","Fr","",""
"1154255244981698652","kzi_2","2026-01-19T13:16:20.6170000+00:00","I'm trying to trick the RRR into attacking Khazuur and making Khazuur fight","",""
"611223989687287819","fishermann","2026-01-19T13:16:26.0320000+00:00","Purple does not cares about you in any way possible","",""
"640132837554782219","takui___","2026-01-19T13:16:34.7400000+00:00","For all I know Bjorn could get Khazuur into his side with a paycheck or two","","✅ (1)"
"611223989687287819","fishermann","2026-01-19T13:16:43.3490000+00:00","so without border with Khazuur, RRR can't fight Khazuur","",""
"640132837554782219","takui___","2026-01-19T13:16:45.6530000+00:00","It won't work","",""
"1154255244981698652","kzi_2","2026-01-19T13:16:48.3690000+00:00","That's why I convinced Rainbow to jointly attack Khazuur","",""
"611223989687287819","fishermann","2026-01-19T13:16:59.3370000+00:00","this will not work 🙏","",""
"640132837554782219","takui___","2026-01-19T13:17:00.0700000+00:00","You're making so many assumptions and it just all won't work","",""
"1154255244981698652","kzi_2","2026-01-19T13:17:02.3870000+00:00","I am not doing shit, I just want to ofc but I'll stab his ass","",""
"611223989687287819","fishermann","2026-01-19T13:17:17.8680000+00:00","do you understand that EVEN if you will manage to do this shit

Khazuurs will just protect their border","",""
"640132837554782219","takui___","2026-01-19T13:17:21.9640000+00:00","This is dumb goodbye","",""
"611223989687287819","fishermann","2026-01-19T13:17:25.7910000+00:00","they have zero interest in going further into Rusenia territory","",""
"1154255244981698652","kzi_2","2026-01-19T13:17:40.2350000+00:00","# HAULT","",""
"1154255244981698652","kzi_2","2026-01-19T13:17:47.5490000+00:00","(or whatever)","",""
"1154255244981698652","kzi_2","2026-01-19T13:18:00.2270000+00:00","Basically, We trick him into attacking Khazuur","",""
"978288890928590899","mafi43211","2026-01-19T13:18:21.1340000+00:00","Let mi ting","",""
"1154255244981698652","kzi_2","2026-01-19T13:18:32.9470000+00:00","We take this opportunity to Defend or side with Khazuur and claim that we agreed to Giving up the Khurev lands","",""
"611223989687287819","fishermann","2026-01-19T13:18:44.5610000+00:00",".","",""
"611223989687287819","fishermann","2026-01-19T13:18:47.6450000+00:00",".","",""
"611223989687287819","fishermann","2026-01-19T13:19:10.2540000+00:00","please stop just ignoring me, especially when shit i say happens for the third time","",""
"611223989687287819","fishermann","2026-01-19T13:19:41.1540000+00:00","anyway","",""
"1154255244981698652","kzi_2","2026-01-19T13:19:45.8390000+00:00","That's the thing, THEY WILL.","",""
